Date,Open,High,Low,Close,Adj Close,Volume
2015-06-15,126.099998,128.309998,125.709999,126.599998,121.252487,198525200
2015-06-22,127.489998,129.800003,126.510002,126.750000,121.396149,195594000
2015-06-29,125.459999,126.940002,124.480003,126.440002,121.099236,150981900
2015-07-06,124.940002,126.230003,119.220001,123.279999,118.072723,274944900
2015-07-13,125.029999,129.619995,124.320000,129.619995,124.144920,189244900
2015-07-20,130.970001,132.970001,121.989998,124.500000,119.241196,344269000
2015-07-27,123.089996,123.910004,120.910004,121.300003,116.176353,191598600
2015-08-03,121.500000,122.570000,112.099998,115.519997,110.640503,385000600
2015-08-10,116.529999,119.989998,109.629997,115.959999,111.564629,344717200
2015-08-17,116.040001,117.650002,105.650002,105.760002,101.751259,319668200
2015-08-24,94.870003,113.309998,92.000000,113.290001,108.995834,500363000
2015-08-31,112.029999,114.529999,107.360001,109.269997,105.128212,298194200
2015-09-07,111.750000,114.209999,109.769997,114.209999,109.880959,252662700
2015-09-14,116.580002,116.889999,111.870003,113.449997,109.149773,277276000
2015-09-21,113.669998,116.690002,112.370003,114.709999,110.362015,242696300
2015-09-28,113.849998,114.570000,107.309998,110.379997,106.196136,313896300
2015-10-05,109.879997,112.279999,108.209999,112.120003,107.870178,261772800
2015-10-12,112.730003,112.750000,109.559998,111.040001,106.831116,184885000
2015-10-19,110.800003,119.230003,110.110001,119.080002,114.566376,221354200
2015-10-26,118.080002,121.220001,113.989998,119.500000,114.970459,322362200
2015-11-02,120.800003,123.820000,119.610001,121.059998,116.471306,195203400
2015-11-09,120.959999,121.809998,112.269997,112.339996,108.544479,216555300
2015-11-16,111.379997,119.919998,111.000000,119.300003,115.269348,189981200
2015-11-23,119.269997,119.730003,117.120003,117.809998,113.829681,109720400
2015-11-30,117.989998,119.410004,114.220001,119.029999,115.008461,206765800
2015-12-07,118.980003,119.860001,112.849998,113.180000,109.356125,188745500
2015-12-14,112.180000,112.800003,105.809998,106.029999,102.447670,315106400
2015-12-21,107.279999,109.000000,105.570000,108.029999,104.380112,126607800
2015-12-28,107.589996,109.430000,104.820000,105.260002,101.703697,123484500
2016-01-04,102.610001,105.849998,96.430000,96.959999,93.684120,343790200
2016-01-11,98.970001,101.190002,95.360001,97.129997,93.848373,303513300
2016-01-18,98.410004,101.459999,93.419998,101.419998,97.993423,243384100
2016-01-25,101.519997,101.529999,92.389999,97.339996,94.051270,380336500
2016-02-01,96.470001,97.330002,93.690002,94.019997,90.843437,217154800
2016-02-08,93.129997,96.349998,92.589996,93.989998,91.307251,231122300
2016-02-15,95.019997,98.889999,94.610001,96.040001,93.298737,168316300
2016-02-22,96.309998,98.019997,93.320000,96.910004,94.143906,159052900
2016-02-29,96.860001,103.750000,96.650002,103.010002,100.069786,201803800
2016-03-07,102.389999,102.830002,100.150002,102.260002,99.341187,155514300
2016-03-14,101.910004,106.500000,101.779999,105.919998,102.896729,182073200
2016-03-21,105.930000,107.650002,104.889999,105.669998,102.653854,119783600
2016-03-28,106.000000,110.419998,104.879997,109.989998,106.850548,147965000
2016-04-04,110.419998,112.190002,108.120003,108.660004,105.558517,145722600
2016-04-11,108.970001,112.389999,108.660004,109.849998,106.714546,162310000
2016-04-18,108.889999,108.949997,104.620003,105.680000,102.663574,189065500
2016-04-25,105.000000,105.650002,92.510002,93.739998,91.064392,349424100
2016-05-02,93.970001,95.900002,91.849998,92.720001,90.073509,225365600
2016-05-09,93.000000,93.769997,89.470001,90.519997,88.471680,216049800
2016-05-16,92.389999,95.430000,91.650002,95.220001,93.065338,212707200
2016-05-23,95.870003,100.730003,95.669998,100.349998,98.079239,203888300
2016-05-30,99.599998,100.400002,96.629997,97.919998,95.704224,139735000
2016-06-06,97.989998,101.889999,97.550003,98.830002,96.593636,124864400
2016-06-13,98.690002,99.120003,95.300003,95.330002,93.172836,191732600
2016-06-20,96.000000,96.889999,92.650002,93.400002,91.286514,206729000
2016-06-27,93.000000,96.470001,91.500000,95.889999,93.720169,184328400
2016-07-04,95.389999,96.889999,94.370003,96.680000,94.492294,112706000
2016-07-11,96.750000,99.300003,96.730003,98.779999,96.544777,142910600
2016-07-18,98.699997,101.000000,98.309998,98.660004,96.427490,147565500
2016-07-25,98.250000,104.550003,96.419998,104.209999,101.851898,256571000
2016-08-01,104.410004,107.650002,104.000000,107.480003,105.047913,170149200
2016-08-08,107.519997,108.940002,107.160004,108.180000,106.304840,124505800
2016-08-15,108.139999,110.230003,108.080002,109.360001,107.464386,132371400
2016-08-22,108.860001,109.320000,106.309998,106.940002,105.086334,123605500
2016-08-29,106.620003,108.000000,105.500000,107.730003,105.862648,133000600
2016-09-05,107.900002,108.760002,103.129997,103.129997,101.342369,168803700
2016-09-12,102.650002,116.129997,102.529999,114.919998,112.928009,388228200
2016-09-19,115.190002,116.180000,111.550003,112.709999,110.756317,201095700
2016-09-26,111.639999,114.639999,111.550003,113.050003,111.090431,156384000
2016-10-03,112.709999,114.559998,112.279999,114.059998,112.082916,126029400
2016-10-10,115.019997,118.690002,114.720001,117.629997,115.591034,208708400
2016-10-17,117.330002,118.209999,113.800003,116.599998,114.578880,115531500
2016-10-24,117.099998,118.360001,113.309998,113.720001,111.748817,210225600
2016-10-31,113.650002,114.230003,108.110001,108.839996,106.953400,156346500
2016-11-07,110.080002,111.720001,105.830002,108.430000,107.097557,207019500
2016-11-14,107.709999,110.540001,104.080002,110.059998,108.707527,198341400
2016-11-21,110.120003,112.419998,110.010002,111.790001,110.416275,94132400
2016-11-28,111.430000,112.470001,108.849998,109.900002,108.549500,155500000
2016-12-05,110.000000,114.699997,108.250000,113.949997,112.549728,151989600
2016-12-12,113.290001,116.730003,112.489998,115.970001,114.544907,195015600
2016-12-19,115.800003,117.500000,115.589996,116.519997,115.088142,113254700
2016-12-26,116.519997,118.019997,115.430000,115.820000,114.396751,84828600
2017-01-02,115.800003,118.160004,114.760002,117.910004,116.461075,103845500
2017-01-09,117.949997,119.930000,117.940002,119.040001,117.577179,138810700
2017-01-16,118.339996,120.500000,118.220001,120.000000,118.525383,116348000
2017-01-23,120.000000,122.440002,119.500000,121.949997,120.451416,124539300
2017-01-30,120.930000,130.490005,120.620003,129.080002,127.493805,249781200
2017-02-06,129.130005,132.940002,128.899994,132.119995,130.496445,136449200
2017-02-13,133.080002,136.270004,132.750000,135.720001,134.633408,136667500
2017-02-20,136.229996,137.479996,135.279999,136.660004,135.565887,87908900
2017-02-27,137.139999,140.279999,136.279999,139.779999,138.660889,127474000
2017-03-06,139.369995,139.979996,137.050003,139.139999,138.026016,99672200
2017-03-13,138.850006,141.020004,138.820007,139.990005,138.869217,121539600
2017-03-20,140.399994,142.800003,139.729996,140.639999,139.514008,129674000
2017-03-27,139.389999,144.500000,138.619995,143.660004,142.509842,127008900
2017-04-03,143.710007,145.460007,143.050003,143.339996,142.192398,105416200
2017-04-10,143.600006,143.880005,140.059998,141.050003,139.920731,87485700
2017-04-17,141.479996,142.919998,140.449997,142.270004,141.130966,89248500
2017-04-24,143.500000,144.899994,143.179993,143.649994,142.499893,91153700
2017-05-01,145.100006,148.979996,144.270004,148.960007,147.767410,175351700
2017-05-08,149.029999,156.419998,149.029999,156.100006,154.850250,173470600
2017-05-15,156.009995,156.649994,149.710007,153.059998,152.461288,157354900
2017-05-22,154.000000,154.899994,152.669998,153.610001,153.009140,103000000
2017-05-29,153.419998,155.449997,152.220001,155.449997,154.841934,88752900
2017-06-05,154.339996,155.979996,146.020004,148.979996,148.397247,159159700
2017-06-12,145.740005,147.500000,142.199997,142.270004,141.713501,220530400
2017-06-19,143.660004,147.160004,143.660004,146.279999,145.707809,133253000
2017-06-26,147.169998,148.279999,142.279999,144.020004,143.456650,127060200
2017-07-03,144.880005,145.300003,142.410004,144.179993,143.616013,79158400
2017-07-10,144.110001,149.330002,143.369995,149.039993,148.457001,111088400
2017-07-17,148.820007,151.740005,148.570007,150.270004,149.682205,106081600
2017-07-24,150.580002,153.990005,147.300003,149.500000,148.915207,105818100
2017-07-31,149.899994,159.750000,148.130005,156.389999,155.778259,172808500
2017-08-07,157.059998,161.830002,154.630005,157.479996,156.863998,151269100
2017-08-14,159.320007,162.509995,156.720001,157.500000,157.500000,134628500
2017-08-21,157.500000,160.740005,155.110001,159.860001,159.860001,112671200
2017-08-28,160.139999,164.940002,159.929993,164.050003,164.050003,126128700
2017-09-04,163.750000,164.250000,158.529999,158.630005,158.630005,101660200
2017-09-11,160.500000,163.960007,157.910004,159.880005,159.880005,220582600
2017-09-18,160.110001,160.500000,150.559998,151.889999,151.889999,186188500
2017-09-25,149.990005,154.720001,149.160004,154.119995,154.119995,154856800
2017-10-02,154.259995,155.490005,152.460007,155.300003,155.300003,93784300
2017-10-09,155.809998,158.000000,155.100006,156.990005,156.990005,81304800
2017-10-16,157.899994,160.869995,155.020004,156.250000,156.250000,126051300
2017-10-23,156.889999,163.600006,155.270004,163.050003,163.050003,122120200
2017-10-27,159.289993,163.600006,158.699997,163.050003,163.050003,44461211
