Date,Open,High,Low,Close,Adj Close,Volume
2014-10-27,46.439999,46.970001,45.770000,46.950001,43.457882,96199700
2014-11-03,46.889999,48.919998,46.730000,48.680000,45.059204,128149200
2014-11-10,48.650002,50.049999,48.520000,49.580002,45.892262,137829500
2014-11-17,49.410000,49.709999,47.570000,47.980000,44.411263,144887000
2014-11-24,47.990002,48.200001,47.279999,47.810001,44.533028,112140200
2014-12-01,47.880001,49.060001,47.709999,48.419998,45.101219,138133700
2014-12-08,48.259998,48.349998,46.669998,46.950001,43.731968,144734200
2014-12-15,47.200001,48.099998,44.900002,47.660000,44.393311,216676900
2014-12-22,47.779999,48.799999,47.709999,47.880001,44.598236,74849700
2014-12-29,47.700001,47.779999,46.450001,46.759998,43.555000,80290600
2015-01-05,46.369999,47.820000,45.490002,47.189999,43.955528,158823900
2015-01-12,47.419998,47.910000,45.169998,46.240002,43.070637,157088200
2015-01-19,46.299999,47.389999,45.480000,47.180000,43.946213,137068300
2015-01-26,47.000000,47.130001,40.349998,40.400002,37.630920,437786800
2015-02-02,40.590000,42.790001,40.230000,42.410000,39.503155,214717400
2015-02-09,42.240002,43.869999,42.180000,43.869999,40.863087,172848000
2015-02-16,43.970001,44.000000,43.049999,43.860001,40.853771,118095100
2015-02-23,43.700001,44.299999,43.650002,43.849998,41.135124,150296600
2015-03-02,43.669998,44.189999,42.150002,42.360001,39.737381,148820700
2015-03-09,42.189999,43.130001,40.610001,41.380001,38.818050,220829600
2015-03-16,41.470001,42.980000,41.150002,42.880001,40.225189,216616100
2015-03-23,42.880001,43.169998,40.830002,40.970001,38.433437,166348100
2015-03-30,41.099998,41.540001,40.119999,40.290001,37.795536,144176400
2015-04-06,40.340000,41.950001,40.180000,41.720001,39.137005,146532400
2015-04-13,41.400002,42.459999,41.160000,41.619999,39.043194,146595600
2015-04-20,41.730000,48.139999,41.680000,47.869999,44.906242,274060100
2015-04-27,47.230000,49.540001,47.220001,48.660000,45.647331,271446400
2015-05-04,48.369999,48.869999,46.020000,47.750000,44.793667,205178300
2015-05-11,47.549999,48.910000,46.419998,48.299999,45.309616,150345900
2015-05-18,47.980000,48.220001,46.820000,46.900002,43.996296,125385000
2015-05-25,46.830002,48.020000,46.189999,46.860001,44.244453,111629300
2015-06-01,47.060001,47.770000,45.840000,46.139999,43.564648,131306500
2015-06-08,46.299999,46.919998,45.459999,45.970001,43.404137,125924600
2015-06-15,45.450001,46.830002,45.020000,46.099998,43.526875,185524200
2015-06-22,46.330002,46.720001,45.029999,45.259998,42.733753,151556800
2015-06-29,45.040001,45.230000,43.939999,44.400002,41.921768,120123000
2015-07-06,43.959999,45.220001,43.320000,44.610001,42.120037,157146200
2015-07-13,44.980000,46.779999,44.950001,46.619999,44.017853,133427000
2015-07-20,46.650002,47.330002,45.099998,45.939999,43.375801,198833400
