\f0\fs24 \cf0 Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
19,19,2014/12/8,29-343,CLE,@,BRK,W (+22),1,33:54:00,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,2,18,14.2,+20\
20,20,2014/12/9,29-344,CLE,,TOR,W (+4),1,41:53:00,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,35,29.9,+7\
21,,2014/12/11,29-346,CLE,@,OKC,L (-9),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
22,21,2014/12/12,29-347,CLE,@,NOP,L (-5),1,37:37:00,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,1,41,33.1,-3\
23,22,2014/12/15,29-350,CLE,,CHO,W (+9),1,40:18:00,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,2,27,26.9,+16\
24,23,2014/12/17,29-352,CLE,,ATL,L (-29),1,29:02:00,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,0,21,14.5,-18\
25,24,2014/12/19,29-354,CLE,,BRK,W (+4),1,39:56:00,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,22,15.7,-5\
26,25,2014/12/21,29-356,CLE,,MEM,W (+14),1,37:33:00,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,1,25,20.6,+8\
27,26,2014/12/23,29-358,CLE,,MIN,W (+21),1,34:38:00,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,3,24,18.8,+22\
28,27,2014/12/25,29-360,CLE,@,MIA,L (-10),1,40:02:00,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,1,30,21.6,-9\
29,28,2014/12/26,29-361,CLE,@,ORL,W (+9),1,36:56:00,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,1,29,24.3,+7\
30,29,2014/12/28,29-363,CLE,,DET,L (-23),1,31:51:00,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,3,17,6.8,-17\
31,,2014/12/30,30-000,CLE,@,ATL,L (-8),Inactive,,,,,,,,,,,,,,,,,,,,,\
32,,2014/12/31,30-001,CLE,,MIL,L (-16),Inactive,,,,,,,,,,,,,,,,,,,,,\
33,,2015/1/2,30-003,CLE,@,CHO,W (+4),Inactive,,,,,,,,,,,,,,,,,,,,,\
34,,2015/1/4,30-005,CLE,,DAL,L (-19),Inactive,,,,,,,,,,,,,,,,,,,,,\
35,,2015/1/5,30-006,CLE,@,PHI,L (-3),Inactive,,,,,,,,,,,,,,,,,,,,,\
36,,2015/1/7,30-008,CLE,,HOU,L (-12),Inactive,,,,,,,,,,,,,,,,,,,,,\
37,,2015/1/9,30-010,CLE,@,GSW,L (-18),Inactive,,,,,,,,,,,,,,,,,,,,,\
38,,2015/1/11,30-012,CLE,@,SAC,L (-19),Inactive,,,,,,,,,,,,,,,,,,,,,\
39,30,2015/1/13,30-014,CLE,@,PHO,L (-7),1,36:41:00,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,33,23.6,+4\
40,31,2015/1/15,30-016,CLE,@,LAL,W (+7),1,38:02:00,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,36,28,+15\
41,32,2015/1/16,30-017,CLE,@,LAC,W (+5),1,42:29:00,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,32,18.9,+8\
42,33,2015/1/19,30-020,CLE,,CHI,W (+14),1,36:16:00,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,4,26,11.4,+16\
43,34,2015/1/21,30-022,CLE,,UTA,W (+14),1,35:45:00,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,0,26,22.6,+14\
44,35,2015/1/23,30-024,CLE,,CHO,W (+39),1,26:37:00,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,1,25,28.5,+31\
45,36,2015/1/25,30-026,CLE,,OKC,W (+10),1,38:35:00,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,34,25.3,+5\
46,37,2015/1/27,30-028,CLE,@,DET,W (+8),1,35:56:00,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,3,32,21.7,0\
47,,2015/1/28,30-029,CLE,,POR,W (+5),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
48,38,2015/1/30,30-031,CLE,,SAC,W (+11),1,33:04:00,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,1,19,14.6,+13\
49,39,2015/1/31,30-032,CLE,@,MIN,W (+16),1,39:45:00,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,36,27.7,+25\
50,40,2015/2/2,30-034,CLE,,PHI,W (+13),1,35:51:00,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,2,18,11.9,+19\
51,41,2015/2/5,30-037,CLE,,LAC,W (+11),1,27:47:00,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,0,23,22.2,+28\
52,42,2015/2/6,30-038,CLE,@,IND,L (-4),1,38:34:00,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,3,25,12.9,-3\
53,43,2015/2/8,30-040,CLE,,LAL,W (+15),1,30:11:00,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,22,17.2,+15\
54,44,2015/2/11,30-043,CLE,,MIA,W (+20),1,31:27:00,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,2,18,11.6,+19\
55,45,2015/2/12,30-044,CLE,@,CHI,L (-15),1,34:14:00,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,31,12.3,-27\
56,46,2015/2/20,30-052,CLE,@,WAS,W (+38),1,25:07:00,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,28,20.8,+30\
57,47,2015/2/22,30-054,CLE,@,NYK,W (+18),1,27:55:00,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,18,12.3,+14\
58,48,2015/2/24,30-056,CLE,@,DET,W (+9),1,39:03:00,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,19,13.3,+27\
59,49,2015/2/26,30-058,CLE,,GSW,W (+11),1,36:12:00,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,42,32.2,+9\
60,,2015/2/27,30-059,CLE,@,IND,L (-7),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
61,50,2015/3/1,30-061,CLE,@,HOU,L (-2),1,42:06:00,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,37,20.8,-8\
62,51,2015/3/3,30-063,CLE,,BOS,W (+31),1,25:35:00,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,0,27,23.2,+35\
63,52,2015/3/4,30-064,CLE,@,TOR,W (+8),1,37:27:00,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,29,27.6,+6\
64,53,2015/3/6,30-066,CLE,@,ATL,L (-9),1,40:09:00,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,18,10.8,-4\
65,54,2015/3/7,30-067,CLE,,PHO,W (+10),1,36:26:00,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,17,10.2,+19\
66,55,2015/3/10,30-070,CLE,@,DAL,W (+33),1,28:58:00,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,27,26.6,+27\
67,56,2015/3/12,30-072,CLE,@,SAS,W (+3),1,43:43:00,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,31,25.5,+3\
68,57,2015/3/15,30-075,CLE,@,ORL,W (+15),1,34:44:00,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,21,27.8,+25\
69,58,2015/3/16,30-076,CLE,@,MIA,L (-14),1,35:16:00,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,26,14.1,-17\
70,59,2015/3/18,30-078,CLE,,BRK,W (+25),1,34:35:00,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,16,12.9,+13\
71,60,2015/3/20,30-080,CLE,,IND,W (+3),1,39:18:00,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,29,18.2,-7\
72,61,2015/3/22,30-082,CLE,@,MIL,W (+18),1,39:28:00,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,28,28.4,+4\
73,62,2015/3/25,30-085,CLE,@,MEM,W (+22),1,31:27:00,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,20,16,+31\
74,63,2015/3/27,30-087,CLE,@,BRK,L (-8),1,38:28:00,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,24,24.8,-1\
75,64,2015/3/29,30-089,CLE,,PHI,W (+1),1,37:53:00,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,20,9.2,-4\
76,65,2015/4/2,30-093,CLE,,MIA,W (+26),1,35:27:00,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,23,21.6,+14\
77,66,2015/4/5,30-096,CLE,,CHI,W (+5),1,36:31:00,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,20,21.4,+10\
78,67,2015/4/8,30-099,CLE,@,MIL,W (+5),1,39:51:00,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,21,21.3,0\
79,68,2015/4/10,30-101,CLE,,BOS,L (-9),1,26:05:00,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,1,14,7.6,+1\
80,,2015/4/12,30-103,CLE,@,BOS,L (-39),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
81,69,2015/4/13,30-104,CLE,,DET,W (+12),1,32:14:00,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,21,24.7,+19\
82,,2015/4/15,30-106,CLE,,WAS,W (+5),Inactive,,,,,,,,,,,,,,,,,,,,,}
