\f0\fs24 \cf0 Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
26,24,2016/12/20,31-356,CLE,@,MIL,W (+6),1,47:29:00,12,25,0.48,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,2,34,29.5,+8\
27,25,2016/12/21,31-357,CLE,,MIL,W (+11),1,34:25:00,12,24,0.5,4,7,0.571,1,1,1,1,8,9,6,0,0,2,0,29,22.3,+26\
28,26,2016/12/23,31-359,CLE,,BRK,W (+20),1,27:16:00,7,16,0.438,0,3,0,5,6,0.833,1,3,4,6,3,0,1,0,19,18,+33\
29,27,2016/12/25,31-361,CLE,,GSW,W (+1),1,40:11:00,12,22,0.545,4,8,0.5,3,7,0.429,5,8,13,4,2,1,5,2,31,24.4,+4\
30,,2016/12/26,31-362,CLE,@,DET,L (-16),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
31,28,2016/12/29,31-365,CLE,,BOS,W (+6),1,43:44:00,9,18,0.5,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,2,23,17.6,+1\
32,29,2016/12/31,32-001,CLE,@,CHO,W (+12),1,35:47:00,12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,1,32,27,+17\
33,30,2017/1/2,32-003,CLE,,NOP,W (+8),1,38:55:00,9,21,0.429,0,4,0,8,10,0.8,2,5,7,6,2,1,4,1,26,19.5,-4\
34,31,2017/1/4,32-005,CLE,,CHI,L (-12),1,36:53:00,12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,2,31,23.2,-13\
35,32,2017/1/6,32-007,CLE,@,BRK,W (+8),1,35:17:00,14,20,0.7,0,1,0,8,10,0.8,0,9,9,6,3,0,5,2,36,30.9,+20\
36,33,2017/1/8,32-009,CLE,@,PHO,W (+4),1,39:31:00,11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,3,28,18.9,-2\
37,34,2017/1/10,32-011,CLE,@,UTA,L (-8),1,36:55:00,10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,0,29,24.3,-8\
38,35,2017/1/11,32-012,CLE,@,POR,L (-16),1,30:31:00,5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,1,20,16,-7\
39,36,2017/1/13,32-014,CLE,@,SAC,W (+12),1,41:41:00,6,12,0.5,1,4,0.25,3,3,1,0,2,2,15,1,1,5,2,16,17,+16\
40,37,2017/1/16,32-017,CLE,@,GSW,L (-35),1,35:00:00,6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,1,20,7.8,-32\
41,38,2017/1/19,32-020,CLE,,PHO,W (+15),1,39:08:00,8,12,0.667,0,2,0,5,8,0.625,0,9,9,15,1,2,4,2,21,25.4,+14\
42,39,2017/1/21,32-022,CLE,,SAS,L (-3),1,45:20:00,11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,5,29,21.1,-16\
43,40,2017/1/23,32-024,CLE,@,NOP,L (-2),1,43:43:00,11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,2,26,22.7,-10\
44,41,2017/1/25,32-026,CLE,,SAC,L (-4),1,44:49:00,8,15,0.533,0,3,0,8,11,0.727,4,9,13,11,2,1,5,3,24,25.2,-1\
45,42,2017/1/27,32-028,CLE,,BRK,W (+8),1,34:14:00,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,1,31,26.2,+22\
46,43,2017/1/29,32-030,CLE,,OKC,W (+16),1,36:50:00,9,18,0.5,0,2,0,7,10,0.7,1,13,14,8,1,0,2,1,25,23.6,+11\
47,44,2017/1/30,32-031,CLE,@,DAL,L (-7),1,37:17:00,9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,0,23,17.7,-8\
48,45,2017/2/1,32-033,CLE,,MIN,W (+28),1,34:28:00,11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,1,27,31.5,+16\
49,46,2017/2/4,32-036,CLE,@,NYK,W (+7),1,39:35:00,12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,1,32,25.5,+11\
50,47,2017/2/6,32-038,CLE,@,WAS,W (+5),1,42:04:00,12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,6,32,32,0\
51,48,2017/2/8,32-040,CLE,@,IND,W (+15),1,38:16:00,9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,2,25,22,+8\
52,49,2017/2/9,32-041,CLE,@,OKC,L (-9),1,40:53:00,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,1,18,13.9,-4\
53,50,2017/2/11,32-043,CLE,,DEN,W (+16),1,33:09:00,11,16,0.688,1,1,1,4,4,1,0,5,5,12,2,0,6,1,27,25.7,+26\
54,51,2017/2/14,32-046,CLE,@,MIN,W (+8),1,39:30:00,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,25,23.4,+10\
55,52,2017/2/15,32-047,CLE,,IND,W (+9),1,32:35:00,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,2,31,24,+9\
56,53,2017/2/23,32-055,CLE,,NYK,W (+15),1,37:06:00,7,11,0.636,0,2,0,4,6,0.667,0,13,13,15,0,3,6,1,18,22.4,+10\
57,,2017/2/25,32-057,CLE,,CHI,L (-18),Not With Team,,,,,,,,,,,,,,,,,,,,,\
58,54,2017/2/27,32-059,CLE,,MIL,W (+7),1,37:11:00,8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,1,24,21.8,+8\
59,55,2017/3/1,32-061,CLE,@,BOS,L (-4),1,40:02:00,10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,3,28,25.5,-3\
60,56,2017/3/3,32-063,CLE,@,ATL,W (+5),1,39:10:00,14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,4,38,29.4,+5\
61,,2017/3/4,32-064,CLE,@,MIA,L (-28),Did Not Dress,,,,,,,,,,,,,,,,,,,,,\
62,57,2017/3/6,32-066,CLE,,MIA,L (-8),1,38:41:00,11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,2,30,25.8,+14\
63,58,2017/3/9,32-069,CLE,@,DET,L (-5),1,39:05:00,12,22,0.545,0,6,0,5,8,0.625,4,10,14,10,1,0,3,1,29,27.6,+18\
64,59,2017/3/11,32-071,CLE,@,ORL,W (+12),1,37:34:00,8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,3,24,23.3,+12\
65,60,2017/3/12,32-072,CLE,@,HOU,L (-5),1,40:10:00,12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,2,30,19.2,-9\
66,61,2017/3/14,32-074,CLE,,DET,W (+32),1,28:24:00,6,12,0.5,0,2,0,4,5,0.8,0,11,11,12,0,0,2,0,16,19.3,+22\
67,62,2017/3/16,32-076,CLE,,UTA,W (+8),1,38:15:00,13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,0,33,26.1,+14\
68,,2017/3/18,32-078,CLE,@,LAC,L (-30),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
69,63,2017/3/19,32-079,CLE,@,LAL,W (+5),1,37:51:00,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,2,34,26.5,+12\
70,64,2017/3/22,32-082,CLE,@,DEN,L (-13),1,34:10:00,8,12,0.667,0,2,0,2,4,0.5,2,4,6,5,0,0,4,1,18,13.7,-30\
71,65,2017/3/24,32-084,CLE,@,CHO,W (+7),1,39:54:00,9,14,0.643,0,1,0,14,16,0.875,0,9,9,11,1,2,4,2,32,33,+1\
72,66,2017/3/25,32-085,CLE,,WAS,L (-12),1,40:35:00,10,21,0.476,0,4,0,4,6,0.667,3,8,11,8,0,1,3,2,24,19.5,-11\
73,67,2017/3/27,32-087,CLE,@,SAS,L (-29),1,29:32:00,7,17,0.412,0,3,0,3,6,0.5,3,5,8,8,0,0,2,3,17,12.7,-13\
74,68,2017/3/30,32-090,CLE,@,CHI,L (-6),1,39:07:00,11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,0,26,21.5,-3\
75,69,2017/3/31,32-091,CLE,,PHI,W (+17),1,29:56:00,14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,2,34,27.9,+31\
76,70,2017/4/2,32-093,CLE,,IND,W (+5),1,51:39:00,16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,4,41,38.3,-1\
77,71,2017/4/4,32-095,CLE,,ORL,W (+20),1,37:06:00,7,14,0.5,0,3,0,4,6,0.667,1,10,11,11,2,1,6,2,18,17.5,+17\
78,72,2017/4/5,32-096,CLE,@,BOS,W (+23),1,38:33:00,14,22,0.636,1,4,0.25,7,7,1,2,8,10,6,1,2,3,3,36,32.4,+32\
79,73,2017/4/7,32-098,CLE,,ATL,L (-14),1,41:25:00,12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,0,27,24.4,-15\
80,74,2017/4/9,32-100,CLE,@,ATL,L (-1),1,46:50:00,11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,6,32,29.9,+1\
81,,2017/4/10,32-101,CLE,@,MIA,L (-3),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
82,,2017/4/12,32-103,CLE,,TOR,L (-15),Inactive,,,,,,,,,,,,,,,,,,,,,\
},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
