\f0\fs24 \cf0 Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
15,15,2015/11/25,30-330,CLE,@,TOR,L (-4),1,39:46:00,6,16,0.375,1,5,0.2,11,12,0.917,2,4,6,8,0,0,2,1,24,20.6,+13\
16,16,2015/11/27,30-332,CLE,@,CHO,W (+5),1,38:13:00,8,20,0.4,2,5,0.4,7,9,0.778,2,11,13,5,0,0,3,2,25,17.8,+1\
17,17,2015/11/28,30-333,CLE,,BRK,W (+2),1,35:43:00,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,0,26,20.2,-1\
18,18,2015/12/1,30-336,CLE,,WAS,L (-12),1,37:23:00,8,20,0.4,0,3,0,8,8,1,4,9,13,4,1,1,9,3,24,13,-12\
19,19,2015/12/4,30-339,CLE,@,NOP,L (-6),1,44:47:00,13,29,0.448,1,5,0.2,10,11,0.909,2,5,7,8,1,1,5,4,37,25.1,-4\
20,,2015/12/5,30-340,CLE,@,MIA,L (-15),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
21,20,2015/12/8,30-343,CLE,,POR,W (+5),1,40:20:00,14,24,0.583,1,3,0.333,4,4,1,1,9,10,3,2,3,2,3,33,28.2,+7\
22,21,2015/12/11,30-346,CLE,@,ORL,W (+35),1,29:25:00,10,15,0.667,0,1,0,5,8,0.625,0,3,3,8,4,0,4,0,25,23.8,+36\
23,22,2015/12/15,30-350,CLE,@,BOS,W (+12),1,35:42:00,10,20,0.5,0,3,0,4,4,1,1,6,7,3,2,1,6,3,24,14.1,+17\
24,23,2015/12/17,30-352,CLE,,OKC,W (+4),1,39:37:00,12,27,0.444,2,5,0.4,7,8,0.875,2,7,9,11,2,0,7,2,33,23.9,+5\
25,24,2015/12/20,30-355,CLE,,PHI,W (+22),1,25:19:00,10,17,0.588,0,3,0,3,4,0.75,0,5,5,4,3,1,2,0,23,20.7,+33\
26,25,2015/12/23,30-358,CLE,,NYK,W (+7),1,37:43:00,9,22,0.409,0,3,0,6,7,0.857,1,8,9,5,0,0,1,2,24,16.6,+7\
27,26,2015/12/25,30-360,CLE,@,GSW,L (-6),1,38:33:00,10,26,0.385,1,5,0.2,4,9,0.444,2,7,9,2,1,2,4,0,25,12.1,-9\
28,27,2015/12/26,30-361,CLE,@,POR,L (-29),1,26:27:00,4,13,0.308,0,3,0,4,5,0.8,0,4,4,5,0,0,3,2,12,5,-29\
29,28,2015/12/28,30-363,CLE,@,PHO,W (+4),1,35:23:00,4,10,0.4,1,5,0.2,5,9,0.556,0,4,4,7,2,1,2,3,14,12.6,+3\
30,29,2015/12/29,30-364,CLE,@,DEN,W (+6),1,34:23:00,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,2,34,23.3,+3\
31,30,2016/1/2,31-003,CLE,,ORL,W (+25),1,29:13:00,11,18,0.611,4,7,0.571,3,4,0.75,0,5,5,3,2,0,0,2,29,25.2,+28\
32,31,2016/1/4,31-005,CLE,,TOR,W (+22),1,30:41:00,7,11,0.636,1,2,0.5,5,8,0.625,0,2,2,7,3,0,2,1,20,20,+11\
33,32,2016/1/6,31-007,CLE,@,WAS,W (+6),1,39:42:00,12,22,0.545,4,9,0.444,6,8,0.75,0,10,10,4,1,1,2,3,34,26.9,+2\
34,33,2016/1/8,31-009,CLE,@,MIN,W (+26),1,32:14:00,5,12,0.417,0,4,0,3,4,0.75,0,12,12,8,1,2,3,1,13,14.4,+21\
35,34,2016/1/10,31-011,CLE,@,PHI,W (+10),1,37:00:00,15,22,0.682,3,5,0.6,4,6,0.667,0,7,7,9,2,0,2,1,37,34.8,+11\
36,35,2016/1/12,31-013,CLE,@,DAL,W (+3),1,41:43:00,9,17,0.529,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,2,27,24.2,+2\
37,36,2016/1/14,31-015,CLE,@,SAS,L (-4),1,37:20:00,9,17,0.529,1,3,0.333,3,4,0.75,2,5,7,5,0,0,4,4,22,14.1,+9\
38,37,2016/1/15,31-016,CLE,@,HOU,W (+14),1,36:23:00,7,14,0.5,1,2,0.5,4,6,0.667,2,5,7,7,0,2,4,1,19,16,+10\
39,38,2016/1/18,31-019,CLE,,GSW,L (-34),1,32:53:00,7,16,0.438,0,3,0,2,2,1,1,4,5,5,1,1,3,1,16,11.3,-34\
40,39,2016/1/20,31-021,CLE,@,BRK,W (+13),1,29:03:00,7,12,0.583,1,1,1,2,4,0.5,0,1,1,5,1,1,4,1,17,11.7,+15\
41,40,2016/1/21,31-022,CLE,,LAC,W (+13),1,35:11:00,9,17,0.529,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,4,22,21.6,+21\
42,41,2016/1/23,31-024,CLE,,CHI,L (-13),1,39:44:00,11,27,0.407,0,5,0,4,7,0.571,3,10,13,9,2,1,1,3,26,22.2,-2\
43,42,2016/1/25,31-026,CLE,,MIN,W (+7),1,38:01:00,11,15,0.733,1,1,1,2,3,0.667,0,4,4,9,1,1,5,2,25,21.9,+1\
44,43,2016/1/27,31-028,CLE,,PHO,W (+22),1,31:01:00,7,8,0.875,0,1,0,7,7,1,0,3,3,9,0,0,2,2,21,22.6,+16\
45,44,2016/1/29,31-030,CLE,@,DET,W (+8),1,35:48:00,7,16,0.438,0,2,0,6,7,0.857,1,8,9,8,1,0,1,3,20,18.7,+19\
46,45,2016/1/30,31-031,CLE,,SAS,W (+14),1,34:09:00,10,17,0.588,0,2,0,9,11,0.818,1,4,5,7,2,2,2,2,29,27.7,+14\
47,46,2016/2/1,31-033,CLE,@,IND,W (+5),1,43:35:00,9,22,0.409,0,5,0,6,10,0.6,2,10,12,6,2,1,1,2,24,20.1,-1\
48,47,2016/2/3,31-035,CLE,@,CHO,L (-9),1,39:08:00,10,21,0.476,0,3,0,3,5,0.6,0,6,6,6,1,2,1,1,23,18.5,-9\
49,48,2016/2/5,31-037,CLE,,BOS,L (-1),1,38:05:00,9,23,0.391,0,5,0,12,17,0.706,3,4,7,4,2,1,6,2,30,17.5,-7\
50,49,2016/2/6,31-038,CLE,,NOP,W (+15),1,36:42:00,11,20,0.55,2,5,0.4,3,3,1,0,3,3,8,1,0,2,2,27,22.1,+8\
51,50,2016/2/8,31-040,CLE,,SAC,W (+20),1,30:54:00,8,16,0.5,1,2,0.5,4,5,0.8,1,9,10,10,2,1,4,1,21,21.3,+16\
52,51,2016/2/10,31-042,CLE,,LAL,W (+9),1,36:40:00,12,22,0.545,3,6,0.5,2,5,0.4,1,6,7,11,1,0,1,1,29,27,+16\
53,52,2016/2/18,31-050,CLE,,CHI,W (+11),1,34:37:00,11,19,0.579,0,2,0,3,3,1,2,7,9,9,0,1,2,3,25,23.4,+13\
54,53,2016/2/21,31-053,CLE,@,OKC,W (+23),1,37:30:00,11,22,0.5,2,5,0.4,1,1,1,3,4,7,11,3,0,5,3,25,21.8,+22\
55,54,2016/2/22,31-054,CLE,,DET,L (-8),1,37:30:00,5,18,0.278,0,4,0,2,2,1,1,7,8,5,3,0,6,2,12,3.9,-4\
56,55,2016/2/24,31-056,CLE,,CHO,W (+11),1,30:19:00,8,13,0.615,2,4,0.5,5,8,0.625,1,6,7,7,2,0,2,1,23,22.9,+4\
57,56,2016/2/26,31-058,CLE,@,TOR,L (-2),1,40:29:00,9,18,0.5,2,4,0.5,5,9,0.556,1,7,8,7,1,0,6,2,25,16.3,+10\
58,,2016/2/28,31-060,CLE,@,WAS,L (-14),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
59,57,2016/2/29,31-061,CLE,,IND,W (+4),1,36:49:00,14,22,0.636,2,4,0.5,3,5,0.6,0,5,5,4,2,0,5,2,33,22.9,+12\
60,58,2016/3/4,31-065,CLE,,WAS,W (+25),1,30:23:00,7,18,0.389,1,4,0.25,4,4,1,1,12,13,8,3,0,1,1,19,20.7,+15\
61,59,2016/3/5,31-066,CLE,,BOS,W (+17),1,36:00:00,11,20,0.55,1,4,0.25,5,9,0.556,4,7,11,8,2,1,4,2,28,25.2,+4\
62,60,2016/3/7,31-068,CLE,,MEM,L (-3),1,37:38:00,11,19,0.579,2,4,0.5,4,5,0.8,2,7,9,5,1,0,4,2,28,21.9,-9\
63,61,2016/3/9,31-070,CLE,@,SAC,W (+9),1,36:33:00,8,19,0.421,1,5,0.2,8,9,0.889,4,7,11,6,0,0,5,1,25,18.2,+16\
64,62,2016/3/10,31-071,CLE,@,LAL,W (+12),1,34:50:00,9,18,0.5,1,4,0.25,5,8,0.625,2,3,5,7,0,2,3,2,24,18.6,+6\
65,63,2016/3/13,31-074,CLE,@,LAC,W (+24),1,30:43:00,9,15,0.6,3,4,0.75,6,7,0.857,1,5,6,5,1,0,2,2,27,23.6,+16\
66,64,2016/3/14,31-075,CLE,@,UTA,L (-9),1,36:53:00,10,20,0.5,2,6,0.333,1,2,0.5,6,6,12,3,1,0,3,0,23,18.7,+6\
67,,2016/3/16,31-077,CLE,,DAL,W (+1),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
68,65,2016/3/18,31-079,CLE,@,ORL,W (+6),1,35:44:00,6,15,0.4,0,3,0,6,6,1,1,6,7,8,1,1,4,3,18,14.5,-5\
69,66,2016/3/19,31-080,CLE,@,MIA,L (-21),1,26:38:00,13,20,0.65,0,3,0,0,0,,0,3,3,3,1,0,3,1,26,17.8,-23\
70,67,2016/3/21,31-082,CLE,,DEN,W (+33),1,33:26:00,12,19,0.632,1,2,0.5,8,11,0.727,3,8,11,11,0,0,3,2,33,31.7,+38\
71,68,2016/3/23,31-084,CLE,,MIL,W (+9),1,36:55:00,9,22,0.409,1,4,0.25,7,10,0.7,5,1,6,8,2,1,2,0,26,23.1,+12\
72,69,2016/3/24,31-085,CLE,@,BRK,L (-9),1,35:04:00,13,16,0.813,1,2,0.5,3,4,0.75,1,5,6,5,1,0,4,2,30,25.5,-8\
73,70,2016/3/26,31-087,CLE,@,NYK,W (+14),1,35:46:00,10,21,0.476,2,3,0.667,5,6,0.833,3,8,11,11,1,2,2,4,27,26.9,+20\
74,,2016/3/29,31-090,CLE,,HOU,L (-6),Inactive,,,,,,,,,,,,,,,,,,,,,\
75,71,2016/3/31,31-092,CLE,,BRK,W (+20),1,30:40:00,8,11,0.727,0,0,,8,10,0.8,0,4,4,11,2,1,6,0,24,24.3,+28\
76,72,2016/4/1,31-093,CLE,@,ATL,W (+2),1,44:25:00,12,26,0.462,1,5,0.2,4,5,0.8,3,13,16,9,3,1,3,4,29,26.6,+6\
77,73,2016/4/3,31-095,CLE,,CHO,W (+9),1,40:50:00,14,22,0.636,0,0,,3,3,1,3,5,8,12,2,0,5,4,31,28.6,+10\
78,74,2016/4/5,31-097,CLE,@,MIL,W (+29),1,28:04:00,7,9,0.778,1,2,0.5,2,2,1,0,5,5,9,0,1,4,0,17,18,+22\
79,,2016/4/6,31-098,CLE,@,IND,L (-14),Inactive,,,,,,,,,,,,,,,,,,,,,\
80,75,2016/4/9,31-101,CLE,@,CHI,L (-3),1,38:33:00,13,17,0.765,4,5,0.8,3,4,0.75,3,4,7,3,0,1,4,1,33,27.6,+7\
81,76,2016/4/11,31-103,CLE,,ATL,W (+15),1,32:25:00,13,16,0.813,3,4,0.75,5,5,1,1,5,6,6,2,1,4,2,34,32.3,+13\
82,,2016/4/13,31-105,CLE,,DET,L (-2),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
