\f0\fs24 \cf0 Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
13,13,2012/11/24,27-330,MIA,,CLE,W (+2),1,39:58:00,10,16,0.625,2,5,0.4,8,9,0.889,1,5,6,5,0,1,7,3,30,20.6,+7\
14,14,2012/11/29,27-335,MIA,,SAS,W (+5),1,39:06:00,9,16,0.563,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,2,23,22.2,-1\
15,15,2012/12/1,27-337,MIA,,BRK,W (+13),1,36:57:00,8,15,0.533,1,2,0.5,4,6,0.667,1,8,9,6,1,0,2,3,21,18,+14\
16,16,2012/12/4,27-340,MIA,@,WAS,L (-4),1,42:53:00,12,24,0.5,1,4,0.25,1,3,0.333,2,11,13,11,3,2,3,1,26,26.6,-3\
17,17,2012/12/6,27-342,MIA,,NYK,L (-20),1,38:35:00,11,20,0.55,3,5,0.6,6,9,0.667,2,8,10,9,3,0,2,0,31,31.3,-17\
18,18,2012/12/8,27-344,MIA,,NOH,W (+16),1,35:55:00,11,16,0.688,0,0,,2,3,0.667,1,4,5,7,2,0,4,2,24,20.8,+10\
19,19,2012/12/10,27-346,MIA,,ATL,W (+9),1,40:21:00,10,16,0.625,1,2,0.5,6,7,0.857,1,6,7,6,2,0,3,0,27,25.1,+12\
20,20,2012/12/12,27-348,MIA,,GSW,L (-2),1,42:21:00,12,23,0.522,2,4,0.5,5,5,1,1,2,3,5,1,0,4,0,31,21.5,-3\
21,21,2012/12/15,27-351,MIA,,WAS,W (+30),1,30:33:00,8,15,0.533,0,3,0,7,11,0.636,0,10,10,5,1,0,2,0,23,19.6,+36\
22,22,2012/12/18,27-354,MIA,,MIN,W (+11),1,41:59:00,8,18,0.444,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,0,22,25.5,+12\
23,23,2012/12/20,27-356,MIA,@,DAL,W (+15),1,30:55:00,9,13,0.692,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,0,24,21,+25\
24,24,2012/12/22,27-358,MIA,,UTA,W (+16),1,37:30:00,11,20,0.55,1,1,1,7,10,0.7,1,8,9,7,0,0,4,0,30,23.2,+14\
25,25,2012/12/25,27-361,MIA,,OKC,W (+6),1,41:52:00,12,20,0.6,0,3,0,5,5,1,3,5,8,9,2,1,3,3,29,28.2,+13\
26,26,2012/12/26,27-362,MIA,@,CHA,W (+13),1,38:35:00,9,19,0.474,2,4,0.5,7,8,0.875,2,10,12,8,4,2,3,1,27,28.9,+12\
27,27,2012/12/28,27-364,MIA,@,DET,L (-10),1,44:19:00,15,22,0.682,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,1,35,34.2,-2\
28,28,2012/12/29,27-365,MIA,@,MIL,L (-19),1,36:29:00,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,2,26,18.6,-8\
29,29,2012/12/31,28-001,MIA,@,ORL,W (+2),1,47:53:00,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,2,36,31.9,+4\
30,30,2013/1/2,28-003,MIA,,DAL,W (+10),1,42:01:00,11,20,0.55,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,0,32,31.6,+12\
31,31,2013/1/4,28-005,MIA,,CHI,L (-7),1,41:05:00,8,14,0.571,1,5,0.2,13,16,0.813,0,6,6,2,1,0,2,2,30,23.6,-18\
32,32,2013/1/6,28-007,MIA,,WAS,W (+28),1,34:57:00,9,17,0.529,2,3,0.667,4,4,1,1,1,2,7,0,1,1,0,24,21.3,+26\
33,33,2013/1/8,28-009,MIA,@,IND,L (-10),1,42:36:00,10,20,0.5,1,1,1,1,4,0.25,3,7,10,4,1,2,7,2,22,12.4,-5\
34,34,2013/1/10,28-011,MIA,@,POR,L (-2),1,42:39:00,6,16,0.375,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,3,15,11.8,-9\
35,35,2013/1/12,28-013,MIA,@,SAC,W (+29),1,29:08:00,7,10,0.7,0,1,0,6,7,0.857,1,4,5,7,5,2,1,0,20,27.6,+28\
36,36,2013/1/14,28-015,MIA,@,UTA,L (-7),1,43:41:00,13,19,0.684,2,4,0.5,4,4,1,1,3,4,6,3,2,3,5,32,29.1,+1\
37,37,2013/1/16,28-017,MIA,@,GSW,W (+17),1,30:32:00,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,25,23.7,+33\
38,38,2013/1/17,28-018,MIA,@,LAL,W (+9),1,42:04:00,17,25,0.68,1,2,0.5,4,4,1,0,7,7,8,3,1,2,2,39,36.9,+13\
39,39,2013/1/23,28-024,MIA,,TOR,W (+7),1,44:50:00,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,1,31,27,+9\
40,40,2013/1/25,28-026,MIA,,DET,W (+22),1,33:01:00,9,14,0.643,0,1,0,5,6,0.833,1,6,7,7,1,0,2,0,23,22.8,+22\
41,41,2013/1/27,28-028,MIA,@,BOS,L (-2),1,51:56:00,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,3,34,27.9,-2\
42,42,2013/1/30,28-031,MIA,@,BRK,W (+20),1,34:17:00,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,2,24,19.8,+22\
43,43,2013/2/1,28-033,MIA,@,IND,L (-13),1,41:58:00,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,4,28,20.3,-9\
44,44,2013/2/3,28-035,MIA,@,TOR,W (+15),1,39:44:00,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,1,30,27.9,+29\
45,45,2013/2/4,28-036,MIA,,CHA,W (+5),1,38:00:00,13,14,0.929,0,0,,5,6,0.833,0,8,8,8,2,0,5,1,31,30.6,+8\
46,46,2013/2/6,28-038,MIA,,HOU,W (+6),1,36:37:00,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,2,32,24.9,+4\
47,47,2013/2/8,28-040,MIA,,LAC,W (+22),1,30:59:00,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,3,30,26,+21\
48,48,2013/2/10,28-042,MIA,,LAL,W (+10),1,36:15:00,12,18,0.667,1,2,0.5,7,8,0.875,1,6,7,4,3,0,4,4,32,26.5,+7\
49,49,2013/2/12,28-044,MIA,,POR,W (+13),1,38:45:00,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,0,30,35,+21\
50,50,2013/2/14,28-046,MIA,@,OKC,W (+10),1,40:02:00,14,24,0.583,4,8,0.5,7,9,0.778,3,9,12,7,2,0,4,3,39,33.5,+15\
51,51,2013/2/20,28-052,MIA,@,ATL,W (+13),1,39:31:00,8,15,0.533,1,4,0.25,7,8,0.875,0,6,6,11,4,0,2,1,24,27.4,+16\
52,52,2013/2/21,28-053,MIA,@,CHI,W (+19),1,34:29:00,11,15,0.733,1,4,0.25,3,3,1,1,11,12,7,2,0,4,2,26,26,+6\
53,53,2013/2/23,28-055,MIA,@,PHI,W (+24),1,31:30:00,7,12,0.583,1,4,0.25,1,2,0.5,1,9,10,11,2,0,2,1,16,20.7,+14\
54,54,2013/2/24,28-056,MIA,,CLE,W (+4),1,38:51:00,10,19,0.526,0,1,0,8,11,0.727,2,1,3,8,1,0,2,0,28,23.8,+6\
55,55,2013/2/26,28-058,MIA,,SAC,W (+12),1,47:45:00,14,23,0.609,1,2,0.5,11,12,0.917,3,5,8,16,2,1,2,1,40,44.2,+11\
56,56,2013/3/1,28-061,MIA,,MEM,W (+7),1,42:06:00,4,14,0.286,2,4,0.5,8,12,0.667,1,7,8,10,2,1,1,1,18,19.3,-1\
57,57,2013/3/3,28-063,MIA,@,NYK,W (+6),1,42:50:00,12,23,0.522,2,6,0.333,3,6,0.5,3,8,11,7,3,1,2,1,29,27.2,+9\
58,58,2013/3/4,28-064,MIA,@,MIN,W (+16),1,34:53:00,9,16,0.563,1,4,0.25,1,1,1,1,9,10,4,3,2,7,3,20,14.8,+10\
59,59,2013/3/6,28-066,MIA,,ORL,W (+1),1,38:13:00,7,14,0.5,1,6,0.167,11,12,0.917,0,3,3,2,0,1,2,0,26,19.6,+8\
60,60,2013/3/8,28-068,MIA,,PHI,W (+9),1,34:14:00,10,17,0.588,2,3,0.667,3,5,0.6,3,7,10,5,1,2,3,2,25,22.6,+19\
61,61,2013/3/10,28-070,MIA,,IND,W (+14),1,36:21:00,5,10,0.5,0,0,,3,5,0.6,1,5,6,7,1,1,4,1,13,11.6,+23\
62,62,2013/3/12,28-072,MIA,,ATL,W (+17),1,30:07:00,3,11,0.273,0,2,0,9,12,0.75,3,4,7,7,2,0,4,1,15,13.1,+21\
63,63,2013/3/13,28-073,MIA,@,PHI,W (+4),1,37:14:00,8,19,0.421,1,4,0.25,10,12,0.833,2,5,7,8,2,1,4,1,27,22.9,+7\
64,64,2013/3/15,28-075,MIA,@,MIL,W (+13),1,38:14:00,12,24,0.5,0,2,0,4,5,0.8,1,9,10,7,0,1,2,1,28,22.2,+5\
65,65,2013/3/17,28-077,MIA,@,TOR,W (+17),1,33:50:00,6,12,0.5,2,6,0.333,8,11,0.727,1,11,12,8,2,0,3,1,22,23,+10\
66,66,2013/3/18,28-078,MIA,@,BOS,W (+2),1,42:15:00,16,29,0.552,1,4,0.25,4,6,0.667,1,6,7,12,2,2,5,3,37,30.4,+13\
67,67,2013/3/20,28-080,MIA,@,CLE,W (+3),1,42:19:00,8,22,0.364,3,7,0.429,6,8,0.75,7,5,12,10,3,2,4,1,25,25.4,+1\
68,68,2013/3/22,28-082,MIA,,DET,W (+14),1,39:53:00,12,15,0.8,1,1,1,4,6,0.667,1,7,8,8,2,1,3,1,29,30.2,+14\
69,69,2013/3/24,28-084,MIA,,CHA,W (+32),1,34:10:00,11,14,0.786,0,1,0,10,11,0.909,0,8,8,10,3,3,4,0,32,36.7,+22\
70,70,2013/3/25,28-085,MIA,@,ORL,W (+14),1,38:45:00,9,16,0.563,0,0,,6,10,0.6,1,8,9,11,1,0,3,2,24,22.8,+25\
71,71,2013/3/27,28-087,MIA,@,CHI,L (-4),1,39:56:00,11,17,0.647,2,5,0.4,8,11,0.727,0,7,7,3,2,4,4,1,32,27.9,+2\
72,72,2013/3/29,28-089,MIA,@,NOH,W (+19),1,32:13:00,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,0,36,30.8,+19\
73,,2013/3/31,28-091,MIA,@,SAS,W (+2),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
74,,2013/4/2,28-093,MIA,,NYK,L (-12),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
75,,2013/4/5,28-096,MIA,@,CHA,W (+10),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
76,73,2013/4/6,28-097,MIA,,PHI,W (+19),1,29:42:00,12,17,0.706,1,2,0.5,2,2,1,0,4,4,5,1,0,1,1,27,24.2,+22\
77,74,2013/4/9,28-100,MIA,,MIL,W (+11),1,30:04:00,11,16,0.688,0,1,0,6,6,1,1,6,7,7,2,1,3,0,28,28.3,+21\
78,,2013/4/10,28-101,MIA,@,WAS,W (+5),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
79,75,2013/4/12,28-103,MIA,,BOS,W (+8),1,28:51:00,8,10,0.8,0,0,,4,4,1,1,5,6,9,0,0,1,1,20,23.3,+6\
80,76,2013/4/14,28-105,MIA,,CHI,W (+12),1,34:51:00,7,12,0.583,1,1,1,9,12,0.75,0,7,7,6,1,0,3,2,24,20.7,+8\
81,,2013/4/15,28-106,MIA,@,CLE,W (+1),Did Not Play,,,,,,,,,,,,,,,,,,,,,\
82,,2013/4/17,28-108,MIA,,ORL,W (+12),Inactive,,,,,,,,,,,,,,,,,,,,,\
},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
