\f0\fs24 \cf0 Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
14,14,2006/11/25,21-330,CLE,,PHI,W (+13),1,40:50:00,10,20,0.5,1,4,0.25,4,7,0.571,0,4,4,11,0,1,7,4,25,14.8,+2\
15,15,2006/11/29,21-334,CLE,,NYK,L (-3),1,41:11:00,10,22,0.455,0,5,0,7,11,0.636,1,6,7,6,0,1,5,1,27,16,-4\
16,16,2006/12/1,21-336,CLE,@,ATL,W (+11),1,42:55:00,12,23,0.522,1,3,0.333,6,10,0.6,2,5,7,8,3,2,4,4,31,25.4,+8\
17,17,2006/12/2,21-337,CLE,@,HOU,L (-18),1,35:44:00,7,22,0.318,2,6,0.333,5,7,0.714,1,4,5,4,0,0,3,2,21,8.5,-13\
18,18,2006/12/6,21-341,CLE,,TOR,W (+4),1,40:30:00,11,18,0.611,1,2,0.5,3,5,0.6,1,5,6,10,1,0,4,1,26,22.8,+2\
19,19,2006/12/9,21-344,CLE,,IND,W (+32),1,31:52:00,11,16,0.688,1,3,0.333,4,6,0.667,0,7,7,6,1,1,3,0,27,24.4,+28\
20,20,2006/12/11,21-346,CLE,@,NOK,L (-6),1,41:36:00,7,18,0.389,0,3,0,1,1,1,3,4,7,6,4,0,3,1,15,13.3,-4\
21,21,2006/12/13,21-348,CLE,,CHA,W (+3),1,41:37:00,6,17,0.353,0,2,0,10,11,0.909,1,7,8,7,1,1,6,1,22,15.1,+3\
22,22,2006/12/15,21-350,CLE,,SEA,W (+22),1,33:37:00,9,14,0.643,2,3,0.667,2,3,0.667,0,9,9,7,1,0,4,3,22,18.8,+22\
23,23,2006/12/16,21-351,CLE,@,ORL,L (-7),1,41:03:00,10,19,0.526,2,5,0.4,7,9,0.778,1,4,5,5,0,1,4,4,29,19.4,-7\
24,24,2006/12/20,21-355,CLE,@,NJN,L (-2),1,40:11:00,10,22,0.455,1,3,0.333,16,21,0.762,0,1,1,8,2,1,3,4,37,27.6,+8\
25,25,2006/12/21,21-356,CLE,,DET,L (-16),1,43:00:00,9,20,0.45,0,1,0,8,8,1,2,8,10,5,2,0,1,1,26,23.5,-20\
26,26,2006/12/23,21-358,CLE,,ORL,W (+3),1,42:54:00,13,21,0.619,2,3,0.667,4,10,0.4,0,7,7,1,0,0,7,1,32,15.5,+3\
27,27,2006/12/27,21-362,CLE,@,ATL,W (+13),1,39:31:00,10,25,0.4,1,2,0.5,6,8,0.75,1,8,9,3,1,2,1,1,27,18.9,+23\
28,28,2006/12/29,21-364,CLE,,MIL,W (+10),1,44:01:00,11,21,0.524,2,6,0.333,8,13,0.615,1,3,4,5,1,1,3,5,32,21.5,+11\
29,29,2006/12/30,22-000,CLE,@,CHI,L (-7),1,40:19:00,15,26,0.577,3,4,0.75,0,3,0,2,7,9,3,1,0,5,4,33,19.6,+6\
30,30,2007/1/2,22-003,CLE,,SAS,W (+4),1,40:14:00,7,17,0.412,0,1,0,5,11,0.455,0,5,5,5,2,0,3,1,19,11.1,+6\
31,31,2007/1/3,22-004,CLE,@,BOS,W (+3),1,44:47:00,11,20,0.55,2,3,0.667,8,10,0.8,1,5,6,4,3,1,3,0,32,27.3,+3\
32,32,2007/1/5,22-006,CLE,@,MIL,W (+9),1,42:50:00,3,13,0.231,0,4,0,2,2,1,0,5,5,9,1,0,2,1,8,6.5,+9\
33,33,2007/1/6,22-007,CLE,,NJN,W (+5),1,44:00:00,9,21,0.429,1,3,0.333,0,0,,0,13,13,4,3,3,5,4,19,13.1,+4\
34,34,2007/1/9,22-010,CLE,@,SAC,W (+10),1,43:25:00,14,26,0.538,3,7,0.429,3,3,1,1,3,4,7,2,1,3,3,34,26.4,+13\
35,35,2007/1/11,22-012,CLE,@,PHO,L (-19),1,38:49:00,15,28,0.536,3,9,0.333,1,2,0.5,2,4,6,6,1,0,5,2,34,22,-20\
36,36,2007/1/13,22-014,CLE,@,LAC,W (+12),1,42:02:00,10,23,0.435,0,1,0,8,8,1,1,5,6,6,1,0,2,4,28,19.7,+14\
37,37,2007/1/16,22-017,CLE,@,SEA,L (-5),1,43:34:00,8,21,0.381,1,7,0.143,13,15,0.867,1,6,7,8,2,1,4,0,30,24.5,-7\
38,38,2007/1/17,22-018,CLE,@,POR,L (-18),1,35:07:00,8,21,0.381,1,4,0.25,6,13,0.462,3,3,6,2,1,0,4,0,23,10.1,-24\
39,39,2007/1/19,22-020,CLE,@,DEN,L (-11),1,43:52:00,9,23,0.391,0,1,0,12,14,0.857,2,8,10,10,2,0,3,2,30,25.7,-3\
40,40,2007/1/20,22-021,CLE,@,GSW,W (+2),1,45:52:00,14,22,0.636,2,7,0.286,2,5,0.4,0,7,7,5,4,0,9,2,32,20.8,+5\
41,41,2007/1/22,22-023,CLE,,ORL,L (-11),1,43:23:00,6,15,0.4,0,3,0,6,13,0.462,0,4,4,5,3,0,2,2,18,12,-2\
42,42,2007/1/24,22-025,CLE,,PHI,L (-3),1,53:10:00,14,26,0.538,3,8,0.375,8,13,0.615,2,8,10,5,1,0,4,2,39,27.9,-8\
43,43,2007/1/28,22-029,CLE,,PHO,L (-15),1,42:04:00,12,22,0.545,3,6,0.5,3,6,0.5,2,7,9,5,2,0,3,2,30,23.4,-8\
44,44,2007/2/1,22-033,CLE,@,MIA,L (-3),1,35:35:00,6,18,0.333,2,7,0.286,3,8,0.375,1,5,6,9,1,0,2,4,17,10.7,-12\
45,45,2007/2/2,22-034,CLE,,CHA,W (+20),1,35:39:00,7,13,0.538,0,1,0,4,8,0.5,1,9,10,3,2,0,1,1,18,16.2,+17\
46,46,2007/2/4,22-036,CLE,,DET,L (-12),1,43:17:00,9,22,0.409,1,4,0.25,2,3,0.667,0,5,5,6,2,0,3,2,21,12.7,-12\
47,47,2007/2/7,22-039,CLE,,LAC,W (+17),1,36:19:00,4,13,0.308,1,2,0.5,2,2,1,0,7,7,3,1,1,2,1,11,7,+15\
48,48,2007/2/9,22-041,CLE,,MIA,W (+24),1,41:08:00,12,22,0.545,1,4,0.25,4,8,0.5,1,6,7,6,0,0,2,1,29,21.1,+22\
49,49,2007/2/11,22-043,CLE,,LAL,W (+9),1,38:21:00,5,16,0.313,0,2,0,8,12,0.667,1,7,8,5,1,1,1,3,18,13,+3\
50,50,2007/2/14,22-046,CLE,@,UTA,L (-1),1,42:39:00,9,25,0.36,0,3,0,5,9,0.556,3,7,10,4,1,3,0,2,23,16.8,+10\
51,51,2007/2/15,22-047,CLE,@,LAL,W (+6),1,39:48:00,10,16,0.625,0,1,0,18,22,0.818,0,4,4,3,3,0,3,4,38,30.9,+4\
52,52,2007/2/21,22-053,CLE,@,TOR,W (+1),1,36:49:00,12,25,0.48,0,1,0,5,5,1,0,4,4,2,1,1,3,3,29,16.4,+5\
53,53,2007/2/22,22-054,CLE,,CHI,L (-6),1,42:58:00,13,28,0.464,1,4,0.25,2,8,0.25,3,4,7,2,3,0,3,1,29,16.5,+3\
54,54,2007/2/25,22-057,CLE,@,MIA,L (-5),1,41:30:00,10,22,0.455,2,5,0.4,7,12,0.583,0,3,3,7,0,1,2,2,29,19.3,+6\
55,55,2007/2/27,22-059,CLE,,NOK,W (+8),1,42:50:00,14,22,0.636,3,4,0.75,4,7,0.571,1,4,5,8,2,1,4,1,35,29.8,+16\
56,56,2007/3/1,22-061,CLE,@,DAL,L (-3),1,39:58:00,17,27,0.63,1,4,0.25,4,8,0.5,0,3,3,5,0,0,2,2,39,26.9,-2\
57,57,2007/3/3,22-063,CLE,,TOR,W (+23),1,37:22:00,10,20,0.5,1,3,0.333,15,17,0.882,2,3,5,6,0,3,2,1,36,31.4,+23\
58,58,2007/3/5,22-065,CLE,,HOU,W (+6),1,41:38:00,12,24,0.5,3,6,0.5,5,9,0.556,1,11,12,8,0,0,3,2,32,24.2,-1\
59,59,2007/3/7,22-067,CLE,@,DET,W (+4),1,50:40:00,17,31,0.548,1,3,0.333,6,8,0.75,2,5,7,8,3,1,4,4,41,31.9,+8\
60,60,2007/3/10,22-070,CLE,@,MIL,W (+2),1,36:30:00,12,22,0.545,4,6,0.667,4,4,1,0,8,8,9,3,1,6,5,32,25.8,+15\
61,61,2007/3/11,22-071,CLE,,IND,W (+11),1,38:42:00,10,22,0.455,2,6,0.333,4,5,0.8,3,4,7,6,3,1,2,2,26,22.6,+23\
62,62,2007/3/14,22-074,CLE,@,MEM,W (+22),1,29:35:00,11,17,0.647,4,7,0.571,3,6,0.5,1,5,6,4,3,0,2,0,29,26.3,+35\
63,63,2007/3/17,22-077,CLE,,UTA,W (+9),1,43:40:00,8,21,0.381,0,6,0,8,13,0.615,2,15,17,9,2,2,4,3,24,20.9,+7\
64,64,2007/3/20,22-080,CLE,@,CHA,L (-8),1,46:33:00,12,31,0.387,2,9,0.222,11,12,0.917,2,4,6,6,1,3,3,4,37,25,-5\
65,65,2007/3/21,22-081,CLE,,DAL,L (-8),1,45:27:00,12,28,0.429,1,6,0.167,6,7,0.857,0,6,6,4,2,3,6,3,31,17.3,-6\
66,66,2007/3/23,22-083,CLE,,NYK,W (+22),1,38:16:00,8,16,0.5,0,1,0,5,6,0.833,1,2,3,10,2,0,1,1,21,21.5,+19\
67,67,2007/3/25,22-085,CLE,,DEN,L (-12),1,40:49:00,8,19,0.421,1,6,0.167,1,1,1,0,3,3,8,1,0,5,4,18,8.8,-13\
68,68,2007/3/27,22-087,CLE,@,IND,W (+11),1,40:08:00,8,18,0.444,0,3,0,10,14,0.714,1,6,7,6,2,0,3,4,26,19.1,+11\
69,69,2007/3/28,22-088,CLE,@,NYK,L (-4),1,43:55:00,6,20,0.3,2,5,0.4,10,14,0.714,1,5,6,7,2,0,3,3,24,15.7,+3\
70,70,2007/3/31,22-091,CLE,@,CHI,W (+4),1,47:24:00,14,25,0.56,0,3,0,11,13,0.846,1,4,5,9,3,0,7,4,39,28.9,+4\
71,71,2007/4/3,22-094,CLE,@,MIN,W (+13),1,41:49:00,13,24,0.542,0,2,0,5,5,1,2,10,12,6,4,1,2,1,31,30.3,+21\
72,72,2007/4/5,22-096,CLE,,MIA,L (-4),1,48:36:00,11,21,0.524,2,5,0.4,11,13,0.846,2,7,9,5,0,0,4,4,35,25.3,+3\
73,73,2007/4/6,22-097,CLE,@,WAS,W (+5),1,44:25:00,7,23,0.304,0,3,0,11,14,0.786,0,6,6,5,1,1,2,3,25,14.3,+5\
74,74,2007/4/8,22-099,CLE,@,DET,L (-5),1,43:06:00,5,16,0.313,1,4,0.25,9,11,0.818,1,4,5,6,1,0,5,2,20,11.3,-11\
75,75,2007/4/12,22-103,CLE,,NJN,W (+18),1,35:15:00,15,27,0.556,0,1,0,5,9,0.556,3,5,8,4,2,1,2,1,35,27.2,+21\
76,76,2007/4/14,22-105,CLE,,ATL,W (+34),1,31:57:00,8,16,0.5,3,6,0.5,4,5,0.8,1,4,5,6,1,1,0,1,23,22,+25\
77,77,2007/4/17,22-108,CLE,@,PHI,W (+6),1,36:03:00,7,15,0.467,0,2,0,4,7,0.571,1,4,5,6,0,0,1,3,18,13,-4\
78,78,2007/4/18,22-109,CLE,,MIL,W (+13),1,39:58:00,9,18,0.5,1,4,0.25,5,10,0.5,0,5,5,9,2,0,2,2,24,20,+22}
